yyyyq,index,d12,e12,b_m,tbl,aaa,baa,lty,cay,ntis,rfree,infl,ltr,corpr,svar,csp,ik,crsp_s_pvw,crsp_s_pvwx,d3,e3
19614,71.55,2.02,3.19,0.5059222583910058,0.026000000000000002,0.0442,0.051,0.0415,0.0108263787,0.022324287879189435,0.006500000000000001,0,-0.007477772499999924,0.012895167543999664,9.648005310000002e-4,-0.0022107435,0.0318593127,0.07972191748901492,0.07086626823796904,NaN,0.94
19621,69.55,2.04,3.37,0.5457245915552726,0.027200000000000002,0.0439,0.0504,0.0398,0.0079526269,0.02407530411590809,0.0068000000000000005,0.0033333333333334103,0.03441038517400008,0.028541548159999985,0.0013561195449999996,-0.0028841357,0.0323815697,-0.0213078720640828,-0.02818773666829777,NaN,0.9
19622,54.75,2.06,3.47,0.6873574686431015,0.0273,0.0428,0.0502,0.0401,0.0117141941,0.026455441828352792,0.006825,0.0033222591362125353,0.005140153327999775,0.011563079999999948,0.018095660124000008,-0.0027952766,0.033101136,-0.20630478060021173,-0.21310006678839466,NaN,0.88
19623,56.27,2.08,3.53,0.666344260596221,0.0278,0.0432,0.0503,0.0398,0.0139539597,0.0306016141063986,0.00695,0.0066225165562914245,0.013742506637000051,0.02179227909499981,0.0038224340599999997,-0.0029218017,0.0332590715,0.03515916891907733,0.02646383423000409,NaN,0.81
19624,63.1,2.13,3.67,0.5916270510657875,0.0287,0.0424,0.0492,0.0395,0.0131679323,0.019968070421955832,0.007175,0,0.014054451740000085,0.015372156967999873,0.005270890439999998,-0.0027965748,0.0327619125,0.13483998223328597,0.12312726126103368,NaN,1.08
19631,66.57,2.15,3.71,0.587528570591338,0.028900000000000002,0.0419,0.0488,0.0401,0.0080520507,0.014380170987533612,0.0072250000000000005,0.00328947368421062,0.0016005499279998503,0.010834925281999919,0.001451811805,-0.0029958802,0.0324569701,0.06245372242173408,0.054166865657836016,NaN,0.94
19632,69.37,2.2,3.84,0.5672815753734721,0.029900000000000003,0.0423,0.0484,0.0407,0.0075733194,0.018263202919184415,0.007475000000000001,0.003278688524590123,0.0029993247560000658,0.0039741247359998955,8.869191090000001e-4,-0.0027715822,0.0332456284,0.049807459733836046,0.04164036460494325,NaN,1.01
19633,71.7,2.21,3.96,0.547223624776539,0.0338,0.0431,0.0484,0.041,0.0139017629,0.010313262047910655,0.00845,0.0032679738562091387,0.005608592603999929,0.003995287459999997,0.0011865949589999999,-0.0015243919,0.0339709483,0.04060943987921761,0.03311063585566121,NaN,0.93
19634,75.02,2.28,4.02,0.5255914542237368,0.0352,0.0435,0.0485,0.0417,0.0117177128,0.008954678058576894,0.0088,0.006514657980456029,0.0018852479560000912,0.002985565009999913,0.0038872821960000002,-0.0014968686,0.0347723756,0.057033427283964544,0.04702525910160804,NaN,1.1399999999999999
19641,78.98,2.33,4.18,0.5236754417243542,0.0354,0.0438,0.0483,0.0424,0.0135553333,0.017783195536156392,0.00885,0,0.0011922956979999455,0.007859268724000001,3.697563720000001e-4,-0.0018579462,0.035290331,0.06287729316612944,0.05529359666817224,NaN,1.1000000000000001
19642,81.69,2.38,4.33,0.5122068550811786,0.0348,0.0441,0.0485,0.0419,0.0146280362,0.02050293936669868,0.0087,0.003236245954692629,0.016690592149999572,0.014569469440000038,8.783858169999999e-4,-0.0019886295,0.0358218748,0.04161305994659226,0.03387888786904014,NaN,1.1599999999999999
19643,84.18,2.44,4.47,0.4865371214457886,0.0353,0.0442,0.0482,0.0421,0.0156748562,0.020403063359294652,0.008825,0.003225806451612856,0.007815607999999807,0.01103797040400023,7.953193719999994e-4,-0.0019531682,0.0366424563,0.03768314492620917,0.030437559085433774,NaN,1.07
19644,84.75,2.5,4.55,0.4872273002871426,0.0384,0.0444,0.0481,0.0423,0.0138147229,0.023094425635208374,0.0096,0.003215434083601254,0.00902533192999977,0.013438462399999906,7.511480279999999e-4,-0.0023805734,0.0369767305,0.015639120772738435,0.006757480513191139,NaN,1.22
19651,86.16,2.55,4.68,0.469489904954727,0.0393,0.0442,0.0478,0.0422,0.0096667438,0.019133363310882917,0.009825,0.0032051282051281937,0.010834790240000114,0.01021809874800006,7.036398439999998e-4,-0.0021373681,0.0389959308,0.025982083020298807,0.018819145988621333,NaN,1.23
19652,84.12,2.61,4.84,0.480858956487679,0.038,0.0446,0.0485,0.0423,0.015136424,0.017550278889574757,0.0095,0.009584664536741228,0.010131890455999937,0.0015987094959999393,0.0023259031970000003,-0.0023808197,0.0399047081,-0.016019099714471796,-0.023506025841249167,NaN,1.32
19653,89.96,2.66,4.98,0.4485374712544864,0.0392,0.0452,0.0491,0.0433,0.0060576637,0.016894553708382644,0.0098,0,-0.0025059102760000007,-2.0308829000004192e-4,9.284733329999999e-4,-0.0013951451,0.0408010702,0.07722746184298268,0.06966029362132153,NaN,1.21
19654,92.43,2.72,5.19,0.43063780616140146,0.0438,0.0468,0.0502,0.045,0.0089250933,0.020837182939336563,0.01095,0.006329113924050667,-0.011289309427999994,-0.016009439322000052,6.311740420000001e-4,-8.1288747e-4,0.0418716563,0.03548740187884247,0.02635946032370784,NaN,1.43
19661,89.23,2.78,5.34,0.49017593563805056,0.045899999999999996,0.0492,0.0532,0.046,0.0067682447,0.016787640655246173,0.011474999999999999,0.009433962264151052,-0.0065801439999998435,-0.014971023325999977,0.0014199009560000003,-4.888765e-4,0.042977041,-0.029994738931461207,-0.03705354246354908,NaN,1.38
19662,84.74,2.83,5.46,0.5209746006206183,0.045,0.0507,0.0558,0.0477,0.0033512153,0.017122261783916373,0.01125,0.0093457943925232545,-0.013743369472000055,0.001692709859999919,0.0027879660049999985,-6.6601648e-4,0.0428702216,-0.042047185381554386,-0.04991062434580018,NaN,1.44
19663,76.56,2.89,5.51,0.5854924956730645,0.0537,0.0549,0.0609,0.048,-0.0031349369,0.01698386768657444,0.013425,0.0092592592592593,0.00817199050399986,-0.027922660204000027,0.0057793676389999975,-0.0017065219,0.0426306575,-0.08863626737755537,-0.09651909265022218,NaN,1.26
19664,80.33,2.87,5.55,0.5769451055759905,0.0496,0.053900000000000003,0.0618,0.0455,-0.0127096824,0.017207925931503255,0.0124,0.006116207951070152,0.04927902372800008,0.04463116078000007,0.003948134232000002,-4.9878855e-5,0.0417859999,0.06044403335085047,0.05001702466935343,NaN,1.47
19671,90.2,2.9,5.45,0.5495507979399062,0.0426,0.0513,0.0585,0.0455,-0.0173336607,0.014921683532821797,0.01065,0.003039513677811634,0.012620261267999977,0.035976247349999824,0.0016470176870000005,7.1807065e-4,0.0402215162,0.1320534780102569,0.123051702269515,NaN,1.28
19672,90.64,2.9,5.33,0.5532048450468463,0.0354,0.0544,0.0615,0.0507,-0.015708965,0.01015338573142532,0.00885,0.009090909090909038,-0.06306045088799994,-0.05389893158199999,0.0027981884519999987,0.0017294553,0.0394801488,0.013744144082623366,0.00580325160660955,NaN,1.32
19673,96.71,2.92,5.3,0.5135648457902575,0.044199999999999996,0.0565,0.064,0.0517,-0.0190669544,0.005600203574728517,0.011049999999999999,0.009009009009009139,-0.0020564571519999797,0.012829063022000042,8.736063869999998e-4,0.0022640229,0.0387224336,0.07445736692812366,0.0665379845427605,NaN,1.23
19674,96.47,2.92,5.33,0.525792445117168,0.049699999999999994,0.0619,0.0693,0.0556,-0.0248327742,0.014361072905423647,0.012424999999999999,0.008928571428571397,-0.040745267199999824,-0.04252828313599999,0.001670579932,0.0029522247,0.0389809094,0.005315578186637637,-0.0030550331598965252,NaN,1.5
19681,90.2,2.95,5.44,0.5668098064638919,0.051699999999999996,0.0611,0.0685,0.056,-0.0241824512,0.012677156191576862,0.012924999999999999,0.01179941002949847,0.007568654688000054,0.019446878671000034,0.002699281995999999,0.0034032192,0.039663626,-0.058608482962000163,-0.06615562573085365,NaN,1.39
19682,99.58,2.99,5.57,0.5307418133214524,0.0552,0.0628,0.0707,0.0534,-0.0282012853,0.012090095804365422,0.0138,0.011661807580175099,0.05072085503000001,0.020313147391999964,0.002493552675999999,0.0026268741,0.0384088251,0.1127687968265978,0.10418175726359746,NaN,1.45
19683,102.67,3.03,5.66,0.5091954391476721,0.0519,0.0597,0.0679,0.0531,-0.0287823469,0.01828702812494224,0.012975,0.011527377521613813,0.018099698434000056,0.04980882696200006,0.0013412530420000002,0.0024118186,0.0384010474,0.03798389666737578,0.03030388760193703,NaN,1.32
19684,103.86,3.07,5.76,0.5049006622516556,0.0596,0.0645,0.0723,0.0598,-0.0345266739,0.031961490748371915,0.0149,0.01139601139601143,-0.07460217940400005,-0.06064744527999999,8.653615910000003e-4,0.0023475611,0.0390082979,0.0192442778240538,0.011248620910757845,NaN,1.6
19691,101.51,3.1,5.82,0.5570402360285629,0.0602,0.0685,0.0751,0.062,-0.032897395,0.03950809180555358,0.01505,0.016901408450704203,-0.015503006520000029,-0.022275951999999988,0.0017439778569999997,0.0022973853,0.0396070454,-0.01642822359613283,-0.023856627818202192,NaN,1.45
19692,97.71,3.13,5.84,0.596777333684536,0.0644,0.0698,0.077,0.0623,-0.0324113354,0.04515285788113954,0.0161,0.013850415512465464,0.01282810477999985,0.013574688425000092,0.0017295650409999996,0.0011927635,0.0394643054,-0.029096266030553708,-0.03722743573041598,NaN,1.47
19693,93.12,3.15,5.89,0.6408884625318231,0.0709,0.0714,0.0805,0.0677,-0.0391576496,0.048391340229823714,0.017725,0.013661202185792254,-0.05220471551899997,-0.0258643756000001,0.0041154760100000016,0.0021746674,0.0399587403,-0.0391530006400177,-0.046871570019055286,NaN,1.37
19694,92.06,3.16,5.78,0.6510820130941076,0.0782,0.0772,0.0865,0.0687,-0.0351119609,0.034273783303565106,0.01955,0.016172506738544534,0.004436121259999926,-0.04792919452200006,0.0024264301020000007,8.2225183e-4,0.0391439805,-8.184242102464712e-4,-0.009834407511708165,NaN,1.49
19701,89.63,3.17,5.63,0.6903267690975978,0.0663,0.0784,0.0863,0.0661,-0.0299124739,0.035841581177216954,0.016575,0.013262599469495928,0.04929268823599986,0.05001896565500008,0.0030893668509999993,-4.3143621e-4,0.0383647243,-0.017615907886788462,-0.026113763060107265,NaN,1.3
19702,72.72,3.18,5.52,0.7933814170555791,0.0668,0.0848,0.0925,0.0709,-0.0345479331,0.04229074791135813,0.0167,0.015706806282722363,-0.04175488397599991,-0.04079658924999996,0.012418470168999995,-2.5229462e-4,0.0376566916,-0.18089505010890483,-0.1891331704334659,NaN,1.36
19703,84.21,3.19,5.36,0.7129147604774675,0.061200000000000004,0.0809,0.0939,0.068,-0.0283997727,0.03794241925083178,0.015300000000000001,0.01030927835051565,0.05342200809200004,0.0809755684000002,0.005071609025000001,8.7569701e-4,0.0373732193,0.1682410373358898,0.15719701884867332,NaN,1.21
19704,92.15,3.14,5.13,0.6464263576979926,0.0487,0.0764,0.0912,0.0648,-0.0197190214,0.03146170744744369,0.012175,0.015306122448979442,0.05837217239600001,0.08723386419199985,0.002464031382999999,0.0015125012,0.035532137,0.10618056248293306,0.09608754090838323,NaN,1.26
19711,100.31,3.11,5.22,0.6338113825093712,0.0338,0.0721,0.0846,0.0593,-0.0296747481,0.026398845134115913,0.00845,0.005025125628140836,0.0878360165719998,0.04083092430399993,0.0014851901750000001,0.0021051754,0.0354935887,0.09799909539771656,0.08949514334819209,NaN,1.39
19712,99.7,3.1,5.32,0.6432210427093387,0.0475,0.0764,0.0875,0.0641,-0.0367600449,0.027278498261608483,0.011875,0.015000000000000124,-0.04432377998199999,-0.029040764428000077,0.0017713986089999995,0.0013777546,0.0356311047,8.769496788596509e-4,-0.006804413240571794,NaN,1.46
19713,98.34,3.09,5.43,0.6460848296306315,0.046900000000000004,0.0744,0.0859,0.0598,-0.0353704712,0.027934416899833794,0.011725000000000001,0.004926108374384119,0.07166622251999977,0.042023332699999916,0.003493884307,0.0011670679,0.0354020122,-0.005542648479396672,-0.013226475119961889,NaN,1.32
19714,102.09,3.07,5.7,0.6439002471354752,0.0401,0.0725,0.0838,0.0597,-0.0347480607,0.034023358653099176,0.010025,0.007352941176470784,0.01637396464399976,0.05417713369399979,0.0037112486139999996,0.0022538795,0.035801571,0.04725062597516505,0.038725431847149494,NaN,1.53
19721,107.2,3.07,5.81,0.6459019878813649,0.0373,0.0724,0.0824,0.0613,-0.0436681339,0.03172318250944954,0.009325,0.007299270072992581,-0.005775485391999902,0.009782365255999848,0.0013236832400000003,0.0022397228,0.0365947652,0.05756577350254699,0.0500826233121463,NaN,1.5
19722,107.14,3.07,5.97,0.6540154785098437,0.0391,0.0723,0.082,0.0607,-0.0383182987,0.034199389463755225,0.009775,0.007246376811594235,0.023079376149999886,0.012922022059999927,0.0015177956080000006,0.0015414101,0.0367848894,0.0069029564932572285,-3.3852532215017384e-4,NaN,1.62
19723,110.55,3.08,6.14,0.6373850011014718,0.0466,0.0722,0.0809,0.0606,-0.0347817214,0.032869774506568125,0.01165,0.00959232613908867,0.01605877008799994,0.013353286960000155,0.0016561889970000002,8.8396725e-4,0.036917159,0.039380685294872375,0.032166255208396555,NaN,1.49
19724,118.05,3.15,6.42,0.5956745946157919,0.0507,0.0708,0.0793,0.0599,-0.0489229535,0.03420348372923823,0.012675,0.009501187648456089,0.0225633295640002,0.03483738940399994,0.0018639055489999999,3.1144652e-4,0.0383776151,0.07622844023865594,0.06842281785077753,NaN,1.81
19731,111.52,3.17,6.8,0.6760181280953933,0.060899999999999996,0.0729,0.0803,0.0686,-0.0476433993,0.036706149291252245,0.015224999999999999,0.018823529411764683,-0.022797048507999906,0.0013735741100000531,0.0033377425290000012,-6.9585901e-4,0.0396552177,-0.05104182705941562,-0.05755608262771472,NaN,1.88
19732,104.26,3.22,7.23,0.7209743077906494,0.0719,0.0737,0.0813,0.071,-0.0469539302,0.03901339846580838,0.017975,0.020785219399538146,-0.00803580856999997,-0.0034359767760000492,0.006759600947999999,7.4397823e-4,0.0406715647,-0.05835631665491847,-0.06558867171253047,NaN,2.0499999999999998
19733,108.43,3.27,7.69,0.6788089958821666,0.08289999999999999,0.0763,0.0863,0.0703,-0.044693812,0.03436122565173558,0.020724999999999997,0.02262443438914019,0.025719571645999917,0.021417913664000254,0.0038984216140000015,-5.4582375e-5,0.0407141464,0.0488368263099106,0.04082826010137297,NaN,1.95
19734,97.55,3.38,8.16,0.7555884634369932,0.0745,0.0768,0.0848,0.0726,-0.0471978328,0.013007395124224599,0.018625,0.022123893805309658,-0.00541646370999993,-0.007761701828000178,0.011072825690999998,-6.401994e-4,0.0404006923,-0.0908922974853934,-0.0997876280440001,NaN,2.2799999999999998
19741,93.98,3.44,8.36,0.8151840128501915,0.0796,0.0801,0.0862,0.0783,-0.0433063183,0.010399936064688012,0.0199,0.03463203463203457,-0.03956822166399998,-0.034969543561000016,0.006981192435000001,-0.0011670985,0.0397453372,-0.02782812142897728,-0.036251529135238436,NaN,2.08
19742,86,3.5,8.74,0.8601587717002531,0.079,0.0847,0.0927,0.0812,-0.0364391056,0.0080278098963673,0.01975,0.025104602510460206,-0.00887109035500011,-0.05177524557500002,0.006128191209,-0.0016917665,0.0390823172,-0.07553416135377133,-0.08472710504928282,NaN,2.4300000000000002
19743,63.54,3.59,9.11,1.135440143451725,0.0806,0.0924,0.1018,0.0837,-0.0306497967,0.005138262460589487,0.02015,0.03265306122448974,-0.0019757281840000473,-0.030758140647999976,0.017520298415000003,-0.0017001444,0.038092514,-0.2521542780165821,-0.261495551336401,NaN,2.3199999999999998
19744,68.56,3.6,8.89,1.1200181747371154,0.07150000000000001,0.0889,0.1063,0.076,-0.0251111272,0.0087733076352325,0.017875000000000002,0.025691699604742935,0.09830785760499983,0.09297618412500008,0.017413230682,-8.3048791e-4,0.0365567257,0.0946554470680736,0.07974965322769845,NaN,2.06
19751,83.36,3.67,8.45,0.9724663151728178,0.054900000000000004,0.0867,0.1048,0.0824,-0.0171294513,0.020467918188351586,0.013725000000000001,0.015414258188824803,0.008236360174999957,0.04758584195600024,0.008598925657000003,-7.0429158e-4,0.0339158172,0.22821133185662856,0.21472623970717253,NaN,1.64
19752,95.19,3.71,7.96,0.8498390197840704,0.053399999999999996,0.0877,0.1062,0.0813,-0.0179325652,0.02296183347058375,0.013349999999999999,0.017077798861480087,0.0318904934719999,0.03590736435200004,0.005474266163000003,-8.0542378e-4,0.0327415426,0.15413462469809502,0.1427247003796317,NaN,1.94
19753,83.87,3.71,7.76,0.9409482541442031,0.0642,0.0895,0.1061,0.0862,-0.0165651979,0.027917635792166974,0.01605,0.018656716417910557,-0.025089519768000113,-0.03278986149999985,0.005892158534999998,-0.0014922567,0.0327930241,-0.10980646324815191,-0.1190364151439608,NaN,2.12
19754,90.19,3.68,7.96,0.8763388510223954,0.054400000000000004,0.0879,0.1056,0.0805,-0.0171341088,0.023709428509700505,0.013600000000000001,0.016483516483516425,0.07648945774999993,0.09224715051199994,0.004298148401999999,-4.6511563e-4,0.0328386694,0.08539447359433416,0.074248591453008,NaN,2.2599999999999998
19761,102.77,3.69,8.66,0.7840312171694431,0.05,0.0852,0.1012,0.0792,-0.0199323598,0.015070147272435953,0.0125,0.007207207207207134,0.032109046279999776,0.0421324251559998,0.004465439290999999,-4.3879841e-4,0.0331826448,0.15004647660495496,0.1395828926535807,NaN,2.34
19762,104.28,3.76,9.25,0.7814276311853049,0.0541,0.0862,0.0989,0.0807,-0.0187321423,0.018923185393922574,0.013525,0.01610017889087656,0.006479768447999801,0.003038681750000105,0.0029152360910000004,-0.0012775825,0.0333069205,0.025535206097655028,0.015516026077889489,NaN,2.5299999999999998
19763,105.24,3.85,9.55,0.7913632737151456,0.0508,0.0838,0.094,0.0781,-0.0171955764,0.02378151867239014,0.0127,0.014084507042253502,0.043986016409999884,0.05568453797299977,0.0021223986810000005,-0.0014566973,0.0337508241,0.018669371906812726,0.00897247851916072,NaN,2.42
19764,107.46,4.05,9.91,0.7799731249688947,0.0435,0.0798,0.0912,0.0721,-0.0123889507,0.028565706005229948,0.010875,0.01041666666666674,0.07667728165200005,0.07518087850999988,0.0029641600760000005,-0.0011227041,0.0341202165,0.03140234475823256,0.020149071400106244,NaN,2.62
19771,98.42,4.19,10.08,0.8684299283017637,0.046,0.081,0.0912,0.0772,-0.0075927763,0.03033755929924455,0.0115,0.022336769759450092,-0.03480581990799991,-0.023142450359999955,0.0016960639280000005,-0.0017320885,0.0351253963,-0.07621093783262856,-0.08591528054035835,NaN,2.5099999999999998
19772,100.48,4.36,10.42,0.8711120811961149,0.050199999999999995,0.0795,0.0891,0.0754,-0.0162231351,0.03194128405476407,0.012549999999999999,0.020168067226890907,0.03641164550000009,0.038568355,0.0021830209249999997,-0.0015935849,0.035776654,0.032653809401797185,0.020574451301526686,NaN,2.87
19773,96.53,4.5,10.71,0.9422625160840977,0.0581,0.0792,0.088,0.0764,-0.0189409465,0.03236797545925259,0.014525,0.011532125205930832,0.00972468194000009,0.010864394960000245,0.001640327115999999,-0.0018026906,0.0361463646,-0.028375026031804862,-0.039446066306985106,NaN,2.71
19774,95.1,4.67,10.89,0.9603330245316843,0.060700000000000004,0.0819,0.0899,0.0803,-0.0194375079,0.0304755411228974,0.015175000000000001,0.01140065146579805,-0.016885036967999922,-0.008247086609999843,0.0027403092759999996,-0.0018338899,0.0369622,-0.0012427326955418705,-0.014527225042008096,NaN,2.8
19781,89.21,4.8,10.92,1.1114925530791169,0.0629,0.0847,0.0922,0.0831,-0.0137361483,0.027569747619681485,0.015725,0.020933977455716457,-0.009687233279999985,3.384593619999432e-4,0.0022007974159999996,-0.0013817078,0.0368747913,-0.05103600855927837,-0.06372592103521801,NaN,2.54
19782,95.53,4.91,11.23,1.0279015812931191,0.0673,0.0876,0.096,0.0865,-0.0132809203,0.01652346475056976,0.016825,0.028391167192429068,-0.012458057979999881,-0.010805232868000059,0.0038536314810000013,-0.0018349394,0.0395219175,0.08560298494081087,0.07171297248502784,NaN,3.18
19783,102.54,5.02,11.57,0.9722575131089601,0.0785,0.0869,0.0942,0.086,-0.0179526665,0.01270390608818043,0.019625,0.019938650306748462,0.025425775555999897,0.031086484064000164,0.0028001904259999997,-0.0025993048,0.0403366295,0.08689092136136956,0.07399575576906559,NaN,3.05
19784,96.11,5.07,12.33,1.045701295636079,0.0908,0.0916,0.0994,0.0898,-0.0195983671,0.014850552202063072,0.0227,0.018045112781954975,-0.014458786000000057,-0.020576616489999866,0.006946597414000001,-0.0015481539,0.0410198406,-0.04965390696832073,-0.06330131259127825,NaN,3.56
19791,101.59,5.2,13.3,1.0330789394326012,0.09480000000000001,0.0937,0.1026,0.0902,-0.0205879986,0.011670307720664932,0.023700000000000002,0.03101920236336775,0.01831106373499991,0.016021343487999884,0.0026159554940000003,-0.001349922,0.041270269,0.07092141548816544,0.0566379591212014,NaN,3.51
19792,102.91,5.34,13.98,1.0578636072115728,0.0906,0.0929,0.1038,0.0877,-0.0128628755,0.012068377114714124,0.02265,0.035816618911174825,0.04616197884800011,0.044851690735999705,0.002142520557,-0.0013276842,0.0404819554,0.02710631978493927,0.012736234838679472,NaN,3.86
19793,109.32,5.51,14.63,1.0137949873659768,0.1026,0.0944,0.1054,0.0927,-0.0161537817,0.009403923682181719,0.02565,0.03181189488243419,-0.02402421294999979,-0.020357076706000066,0.0024472247369999997,-0.0014195561,0.0411042977,0.07618325584872321,0.06254987047588068,NaN,3.7
19794,107.94,5.65,14.86,1.0619500679590814,0.1204,0.1074,0.1206,0.1012,-0.0104806147,0.010514464695928087,0.0301,0.028150134048257502,-0.05023251840700005,-0.07883302135999992,0.004617369163000002,-3.7113093e-4,0.0405585052,0.0017990421573994553,-0.012484185574185513,NaN,3.79
19801,102.09,5.8,15.29,1.0937321030862233,0.152,0.1296,0.1445,0.1239,-0.0056327519,0.011877396393914351,0.038,0.04432855280312897,-0.14514333480499997,-0.13212514334999992,0.008425881119999997,-4.8460839e-4,0.0403689002,-0.03968778806618356,-0.0523718444406458,NaN,3.94
19802,114.24,5.94,14.94,0.9901834270439672,0.0707,0.1058,0.1271,0.1006,-0.0101987009,0.015304351288166106,0.017675,0.03245942571785276,0.24368224118299997,0.24227012096,0.005626392512000001,4.2031331e-4,0.0377407819,0.1330128069430423,0.11766050530732652,NaN,3.51
19803,125.46,6.07,14.64,0.9216876514875271,0.1027,0.1202,0.137,0.1185,-0.0144081093,0.02379604836577852,0.025675,0.01571946795646917,-0.112618595584,-0.10716481448500015,0.005728367549000001,7.6540271e-4,0.0375436855,0.11281319940681822,0.09902331126357944,NaN,3.4
19804,135.76,6.16,14.82,0.8915030238902892,0.1549,0.1321,0.1514,0.1199,-0.0094975905,0.026816359014022708,0.038725,0.027380952380952284,0.01805398239999989,0.010220139655999994,0.007561214957,0.0010201575,0.0378558867,0.09506988074482137,0.08233283512082723,NaN,3.97
19811,136,6.28,14.58,0.9249205574426967,0.1336,0.1333,0.1534,0.1248,-0.0104098729,0.02793934066250711,0.0334,0.02549246813441486,-0.018192540399999957,-0.009680314330000162,0.005204295441,4.488745e-4,0.0379769368,0.014378124693289696,0.0021353707955267254,NaN,3.7
19812,131.21,6.39,15.01,0.9504749815739907,0.14730000000000001,0.1375,0.158,0.1304,-0.006308384,0.027893474825696967,0.036825000000000004,0.023728813559321882,-0.0108504469159999,-0.01972609376500012,0.002749237066,-5.7027074e-5,0.0382438261,-0.021945206390437066,-0.03398842775635147,NaN,3.94
19813,116.18,6.52,15.27,1.092378644203393,0.147,0.1549,0.1692,0.1482,-0.0154765209,0.02148336936656386,0.03675,0.028697571743929506,-0.08598562740999993,-0.08891530965999994,0.005689172644,-5.421827e-4,0.0386614179,-0.10256280538650897,-0.11459163293164909,NaN,3.66
19814,122.55,6.63,15.36,1.0611428571428572,0.1085,0.1423,0.1655,0.1334,-0.011297549,0.01190967311209669,0.027125,0.008583690987124415,0.14749141142999989,0.11664780794000018,0.0044881183069999985,-0.0012794664,0.0390605362,0.06850914557756282,0.054047183411968236,NaN,4.0599999999999996
19821,111.96,6.72,14.81,1.1857505742795678,0.1268,0.1458,0.1682,0.1387,-0.0064509746,0.005548432739553107,0.0317,0.005319148936170137,0.046512333931999716,0.04904518411199965,0.0062353538849999985,-0.0018891454,0.0375915806,-0.07139532445119379,-0.08513001060202319,NaN,3.15
19822,109.61,6.81,14.17,1.2015814171172392,0.1247,0.1481,0.1692,0.1412,-0.0054077782,0.0012130304221071924,0.031175,0.02645502645502651,0.017616381914000057,0.00956090492000028,0.0035919072130000005,-0.0021779315,0.0358044228,-0.005130646812137818,-0.020274989234091878,NaN,3.3
19823,120.42,6.85,13.56,1.0885355648535564,0.07919999999999999,0.1294,0.1563,0.1183,-2.78041e-5,5.507086728996386e-4,0.019799999999999998,0.009278350515463885,0.20207738165800038,0.21338009353999987,0.009505789717000002,-0.0018631355,0.0342279953,0.11622379935709315,0.10044308794965762,NaN,3.05
19824,140.64,6.87,12.64,0.9322147266229671,0.0794,0.1183,0.1414,0.1095,0.0104778131,0.0029900534928850647,0.01985,-0.003064351378958219,0.09635876438399982,0.1093788663719999,0.014107872326,-0.0013463488,0.0332301614,0.18443654498946316,0.1698872528904325,NaN,3.14
19831,152.96,6.91,12.42,0.7800677858109962,0.08349999999999999,0.1173,0.1361,0.1083,0.0164046163,0.005993542397315096,0.020874999999999998,0.0030737704918033515,0.007221990631999908,0.04043526329600011,0.006764312505000001,-0.0012148534,0.0323493397,0.09960100065745658,0.08663590651832931,NaN,2.93
19832,168.11,6.94,12.59,0.7213820419653671,0.08789999999999999,0.1174,0.1337,0.1119,0.0193810045,0.01582655100863444,0.021974999999999998,0.016343207354443168,-0.0010703089000000388,0.01592960739199989,0.003907549969,-8.2781209e-4,0.0325012158,0.10914454928915762,0.09744950731246549,NaN,3.47
19833,166.07,7,13.3,0.7148475829798966,0.09,0.1237,0.1355,0.1157,0.0322460693,0.023178392906854188,0.0225,0.012060301507537785,0.0014445914000000837,-0.0030248263600000103,0.0047191632390000005,-0.0018284324,0.0337126661,-0.0019883997706091616,-0.01255636196776111,NaN,3.76
19834,164.93,7.09,14.03,0.7003591177779189,0.09,0.1257,0.1375,0.1197,0.0268288959,0.027056896971736046,0.0225,0.005958291956305706,-0.0010702247960000522,0.008326007149999981,0.0024797469050000004,-0.0016937271,0.0355809401,0.004616490854292721,-0.006307138673369739,NaN,3.87
19841,159.18,7.18,15.26,0.7624754268643391,0.09519999999999999,0.1257,0.1399,0.1253,0.0194561777,0.024104936336098354,0.023799999999999998,0.012833168805528095,-0.00953050460800009,-0.014383786599999948,0.0041686728510000005,-0.0020079516,0.0363571768,-0.02115807497491895,-0.031840807081228495,NaN,4.16
19842,153.18,7.31,16.2,0.7843518191451784,0.0987,0.1355,0.1505,0.1374,0.0203290822,0.001304065107004475,0.024675,0.01072124756335291,-0.047481573,-0.036446833459000016,0.0036443323670000004,-0.0018792426,0.037741308,-0.024844675033430463,-0.03693936006247145,NaN,4.41
19843,166.1,7.38,16.56,0.7360509152986219,0.10369999999999999,0.1266,0.1435,0.1235,0.0200302863,-0.009492546866404175,0.025924999999999997,0.012536162005786,0.13528620359599985,0.1253595292280001,0.004935705905999998,-0.0014075399,0.0385016388,0.09705507491138055,0.08487471386315959,NaN,4.12
19844,167.24,7.53,16.64,0.7330983764867074,0.0806,0.1213,0.134,0.117,0.018377367,-0.02719678659419894,0.02015,0.0028571428571428914,0.07828589401800023,0.09343168179200001,0.0035021990909999993,-0.0011276635,0.038912122,0.018846012333838758,0.006783865502584474,NaN,3.95
19851,180.66,7.66,16.39,0.7236457790618734,0.0852,0.1256,0.1369,0.1181,0.0287322177,-0.02481576932860107,0.0213,0.010446343779677125,0.015554358235999821,0.01178013072500006,0.0031834171410000008,-0.0018750597,0.0388151533,0.09142832191591199,0.07997165027233155,NaN,3.91
