yyyy,index,d12,e12,b_m,tbl,aaa,baa,lty,cay,ntis,rfree,infl,eqis,ltr,corpr,svar,csp,ik,crsp_s_pvw,crsp_s_pvwx
1987,247.08,8.81,17.5,0.5088120154938803,0.057699999999999994,0.1011,0.1129,0.092,0.0217023976,0.013274756032356309,0.057699999999999994,0.044343891402715,0.1504068249609527,-0.027165684524365852,-0.002675910863092601,0.10332703272799995,-0.0027006902,0.0342904496,0.05155789818405454,0.016420105140811714
1988,277.72,9.75,23.75,0.4652835739680988,0.08070000000000001,0.0957,0.1065,0.0918,0.0219185361,-0.0214057474525218,0.08070000000000001,0.04419410745233954,0.11464440117844345,0.09666585198730204,0.10704120942637152,0.029262114561999987,-0.0022913172,0.0346285476,0.169617622297918,0.12056811275234613
1989,353.4,11.055,22.87,0.39045474357111726,0.07629999999999999,0.0886,0.0982,0.0816,0.0300939628,-0.012323106687262504,0.07629999999999999,0.04647302904564321,0.09778723843591433,0.18097499753132684,0.16231363408277,0.017239005451000006,-0.0029288342,0.034782295,0.31370651817388806,0.26751401700159216
1990,330.22,12.086,21.339999999999996,0.4844968598832044,0.0674,0.0905,0.1043,0.0844,0.0332340961,-0.0018284693066672121,0.0674,0.0610626486915149,0.07834532638594123,0.0616924995474466,0.06782734895882703,0.025450331913999997,-0.0023382328,0.0329351964,-0.03192209790806344,-0.06618568170501027
1991,417.09,12.203,15.969999999999999,0.42034441734015393,0.0407,0.0831,0.0926,0.073,0.0267836604,0.0315377293883616,0.0407,0.03064275037369213,0.15276695245518315,0.19264939981680795,0.19888966766277605,0.020679706157000013,-0.0012532164,0.0304817844,0.3067168478464213,0.2659830412788753
1992,435.71,12.385000000000002,19.090000000000003,0.3941096141989526,0.0322,0.0798,0.0881,0.0726,0.0160784017,0.038713729965607506,0.0322,0.029006526468455363,0.15019488176917423,0.08053579635266539,0.09393433736806611,0.009422494501000004,-0.0011115236,0.0323957274,0.07721046739820459,0.045915916476170215
1993,466.45,12.576999999999998,21.89,0.3052672229090084,0.030600000000000002,0.0693,0.0769,0.0654,0.0283064186,0.04574680473055989,0.030600000000000002,0.02748414376321362,0.14411507181345107,0.18234581828596985,0.13185003999476463,0.007417782275999998,-0.001012497,0.0341830034,0.09891442647041382,0.06858460679727885
1994,459.27,13.170000000000002,30.6,0.2915683000067602,0.055999999999999994,0.0846,0.091,0.0799,0.0385628138,0.016601623625213318,0.055999999999999994,0.02674897119341546,0.12039028474042476,-0.07777077626706563,-0.05761069633355065,0.009652238754999988,-5.7600688e-4,0.0360800998,0.013606584407446443,-0.014877024962833274
1995,615.93,13.787999999999998,33.96,0.2550263829395351,0.051399999999999994,0.0682,0.0749,0.0603,0.0373674698,0.015528785165054883,0.051399999999999994,0.025384101536406245,0.12124071965706333,0.316564928681778,0.27204235465253324,0.006427275789,-1.4660419e-4,0.0370684092,0.376844263693223,0.3427537584111253
1996,740.74,14.899,38.730000000000004,0.20734272969549994,0.049100000000000005,0.072,0.0789,0.0673,0.0404904461,0.024097560539346658,0.049100000000000005,0.03322475570032579,0.19866586409042045,-0.009184553768426973,0.01401567027616335,0.014077527990000005,-3.9675518e-4,0.0393881985,0.2321794223959619,0.20537024537274262
1997,970.43,15.497,39.72,0.1788008842040588,0.0516,0.0676,0.0732,0.0602,0.0357093289,0.015578727645043342,0.0516,0.017023959646910614,0.14270011669741475,0.1586593708529942,0.12949421608576284,0.03319987643099998,-8.8877898e-4,0.0412893758,0.33607812610430576,0.3126753273351226
1998,1229.23,16.195,37.71,0.17361131536550134,0.043899999999999995,0.0622,0.0723,0.0542,0.0228660991,0.020063255161543222,0.043899999999999995,0.016119032858028515,0.1206586034043898,0.13070403687400423,0.10755563999396078,0.041258301492,-0.0010338728,0.0428013236,0.2930100821931636,0.2739196452878909
1999,1469.25,16.692,48.17,0.147167259434962,0.052000000000000005,0.0755,0.0819,0.0682,0.0198149211,0.017900176683610106,0.052000000000000005,0.02684563758389258,0.13845605003309652,-0.08989884110225632,-0.07454259463466262,0.032677807188999985,6.4278e-5,0.0429439829,0.21352643302473795,0.1979481707981532
2000,1320.28,16.270999999999997,50,0.15185150364920535,0.057699999999999994,0.0721,0.0802,0.0558,0.0215242509,-0.0022502465054224903,0.057699999999999994,0.03386809269162194,0.14098956139901705,0.21493437243882152,0.12854536528312743,0.049216676139000014,-5.2485301e-4,0.043168564,-0.08506939999968477,-0.09545748095129614
2001,1148.08,15.74,24.69,0.1312178459137877,0.0169,0.0677,0.0805,0.0575,0.0167736699,0.013469916670026155,0.0169,0.01551724137931032,0.08654311571104183,0.03702752242056517,0.10636657181632181,0.04560568347300001,-0.0013361672,0.0376034078,-0.11910144558895464,-0.13069284296204597
2002,879.82,16.073999999999998,27.589999999999996,0.29538589561836665,0.011899999999999999,0.0621,0.0745,0.0484,0.0029839807,0.025738920024006056,0.011899999999999999,0.02376910016977929,0.08202765798461266,0.1784139276059078,0.16641517524398552,0.06769222678100001,-0.0041443054,0.0342621703,-0.2177764989789609,-0.23056145611894274
2003,1111.92,17.385,48.739999999999995,0.21873986475412183,0.009,0.0562,0.066,0.051500000000000004,-0.0035062739,0.006946096061589921,0.009,0.018794914317302513,0.07242308912147162,0.008959395590122377,0.0527255505840436,0.029260840543000002,NaN,0.0352219828,0.28692149542974543,0.2638960443287257
2004,1211.92,19.442,58.55,0.27061924267899223,0.0219,0.0547,0.0615,0.0484,-0.00877728,0.012960210942405672,0.0219,0.03255561584373301,0.07829746191762334,0.08497318439332946,0.08721154343451798,0.012291435614999992,NaN,0.0360410387,0.10969036977676683,0.08738182769243763
2005,1248.29,22.216,69.83,0.3134779566130161,0.038900000000000004,0.0537,0.0632,0.0461,0.0036495288,0.0030712057991591477,0.038900000000000004,0.03415659485023648,0.05107120812176443,0.07807559250348373,0.058722730610048846,0.010540528566,NaN,0.0365416137,0.05207462462027479,0.032873386415531725
2006,1418.3,24.884,81.50999999999999,0.28168239971435793,0.048499999999999995,0.0532,0.0622,0.0491,0.0056794606,-0.015031806162377774,0.048499999999999995,0.025406504065040636,0.04912333874078435,0.011759539125008711,0.032355359074077494,0.010061516331000003,NaN,0.0376194065,0.15680152486947918,0.13508750546243675
2007,1468.3552,27.732,66.18074431472293,0.2505829731427226,0.03,0.0549,0.0665,0.045,0.0028020704,-0.04159143745806062,0.03,0.04081268582755193,0.0777264969702775,0.09892796276378091,0.0258900171364993,0.025359754979000004,NaN,0.0383459608,0.057184644426862,0.03726181756638991
2008,903.25,28.387,14.879999999999995,0.35498422472109836,3e-4,0.0505,0.0843,0.0303,0.0076216129,-0.024768004179777665,3e-4,9.141290064560437e-4,0.21740373688133463,0.2586177059498629,0.08789646388275307,0.16848865502000004,NaN,0.0339120302,-0.36459553412173895,-0.3796075360006931
2009,1115.1,22.405,50.97,0.3255306600946486,5e-4,0.0526,0.0637,0.0458,-0.0168783186,0.0105338212131619,5e-4,0.027213311262058282,0.1971352378384527,-0.14898272692578107,0.03001226419466163,0.074395718799,NaN,0.0296912174,0.26480181343016107,0.2329098080741563
2010,1257.64,22.729,77.35,0.35810031690752153,0.0014000000000000002,0.0502,0.061,0.0413782,-0.0239538008,0.01257350641965821,0.0014000000000000002,0.014957235273143077,0.12970166687931667,0.10143661004736804,0.124387393846489,0.03253248745999998,NaN,0.0316526197,0.1515208413112017,0.1269736392114329
2011,1257.6,26.424999999999997,86.95,0.35723254070370847,1e-4,0.0393,0.0525,0.0248,-0.0166766546,-0.006495091354961643,1e-4,0.029624188448710953,0.12818624321025418,0.27096245434275823,0.17939640591199546,0.053954721836,NaN,0.0338428503,0.018231899670743346,-0.002845666634676114
2012,1426.19,31.246942068069245,86.51000000000002,0.3490324431820784,7.000000000000001e-4,0.0365,0.0463,0.0241,-0.024213959,-0.012258026081379752,7.000000000000001e-4,0.01741022368747558,0.11649810079354725,0.03438617944383204,0.1067484692827203,0.016176595587,NaN,0.034443468,0.160960036558502,0.134092198091756
2013,1848.36,34.99204410973712,100.2,0.3044081256417155,7.000000000000001e-4,0.0462,0.0538,0.0367,-0.0168358649,0.012168528991717062,7.000000000000001e-4,0.01501735619618394,0.1286622783150127,-0.12786088417709474,-0.07079492500345841,0.012483024216999997,NaN,0.034963445,0.32526307208909944,0.29724846314976405
2014,2058.9,39.443141092729945,102.31,0.3237556717220995,3e-4,0.0379,0.0474,0.024,-0.0224105047,0.005656006438919917,3e-4,0.007564932696557447,0.10932131014515983,0.24741714848849705,0.17274066846447078,0.012929450863000003,NaN,0.0356894966,0.13525896842980956,0.11210184915924915
2015,2043.939941,43.387887360930144,86.53,0.31364881437793796,0.0023,0.0397,0.0546,0.0243,-0.029539191,-0.02160440890142993,0.0023,0.007295197860415881,0.10325316986863511,-0.006406586017456917,-0.010095966433673276,0.023910465901999998,NaN,0.0340493027,0.014950778266634046,-0.00671184642838818
2016,2238.83,45.70060348529786,94.55,0.2934790968799652,0.0051,0.0406,0.0483,0.0272,-0.0266185687,-0.025011507178695973,0.0051,0.02074622132966919,0.08954167128632755,0.017610746439355562,0.06700805234895446,0.017119106586000004,NaN,0.0334616271,0.11793227506170711,0.09330503501888576
2017,2673.610107,48.93201933560771,109.88,0.2353933430957158,0.0132,0.0351,0.042199999999999994,0.0254,-0.0318146648,-0.019900371016577274,0.0132,0.021090824745684245,0.07746034888249584,0.06234233563786473,0.12243533694884001,0.004563036555999999,NaN,0.0343111913,0.21989120173478915,0.19531044471740788
2018,2506.85,53.74817808461687,132.39,0.25557816548195283,0.023700000000000002,0.04019999999999999,0.0513,0.0284,-0.0303946591,-0.019217449348949846,0.023700000000000002,0.019101588486313714,0.08106886853717014,-0.005623593683190764,-0.04736201677060414,0.028854889549999985,NaN,0.0352869797,-0.045001865249674755,-0.06361194750714783
